name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Tokyo,2025-03-04,40.8,33,36.4,38.4,25.4,32.1,29.4,76.7,0.233,100,12.5,"rain,snow",0.4,0.1,19.2,9.3,2.7,1026.5,93.8,9.1,86.1,7.6,5,10,2025-03-04T06:07:05,2025-03-04T17:38:32,0.14,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"47662099999,47671099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-05,47.1,33.6,41.1,45.5,26.6,36.4,40.7,98.5,0.756,100,37.5,rain,1.5,0.1,25.1,10.4,328.3,1016.2,99.9,3.8,23.2,1.9,1,10,2025-03-05T06:05:45,2025-03-05T17:39:26,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-06,52.5,44.7,48.4,52.5,38.9,46.1,33.8,59.8,0,0,0,rain,0,0,22.4,13.7,327.5,1011.1,97.3,11.9,86.7,7.5,4,10,2025-03-06T06:04:23,2025-03-06T17:40:19,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-07,51.9,38.4,44.7,51.9,33.2,40.7,21.3,39.8,0,0,0,snow,0,0,34.4,19.5,325.9,1019.8,17.8,14.3,231.2,20.1,8,10,2025-03-07T06:03:02,2025-03-07T17:41:13,0.25,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-08,42.5,33.1,38,39.2,29.8,34.6,25.6,63.7,0.35,100,20.83,rain,0,0,16.6,7.9,17.9,1027.8,92.5,10.1,90.5,7.8,4,10,2025-03-08T06:01:40,2025-03-08T17:42:06,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-09,54.7,35,44.2,54.7,29.9,41.6,32.7,67.6,0.039,100,4.17,"rain,snow",0.1,0,22.1,9.1,358.9,1026,38.4,9.9,194,16.6,7,10,2025-03-09T06:00:17,2025-03-09T17:42:58,0.32,"Snow, Rain, Partially cloudy",Clearing in the afternoon with early morning snow or rain.,snow,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-10,57.2,38,48.1,57.2,35.6,46.4,26.8,44.8,0,0,0,,0,0,13,11.2,123.3,1029.5,8.2,13.4,243.7,21.1,8,10,2025-03-10T05:58:54,2025-03-10T17:43:51,0.35,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-11,56,44.4,50.5,56,42.8,49.7,41,70.7,0.019,100,4.17,rain,0,0,21,9,194.9,1024.9,83.6,11.5,106.5,9.3,5,10,2025-03-11T05:57:30,2025-03-11T17:44:43,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-12,58.2,47.9,52.7,58.2,46.7,52.5,51.7,96.3,0.602,100,29.17,rain,0,0,17.7,9,317,1018.1,99.4,3.6,78.5,6.7,3,10,2025-03-12T05:56:07,2025-03-12T17:45:35,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-13,66.8,49.5,58.1,66.8,48.8,58.1,47.5,71.4,0.001,100,4.17,rain,0,0,11.9,8.1,316.8,1012.8,57.2,8.2,155.1,13.5,5,10,2025-03-13T05:54:42,2025-03-13T17:46:27,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47662099999,47670099999,47642043313,47680099999,RJTY,47626099999,47682099999,RJTT,RJAA"
Tokyo,2025-03-14,64.6,47.9,55.3,64.6,43.8,54.5,25.4,33.2,0,0,0,,0,0,15,9.3,308.1,1020.9,11.9,12.6,219.7,18.9,8,10,2025-03-14T05:53:18,2025-03-14T17:47:19,0.5,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-15,51.9,44.8,48.2,51.9,41.6,46.4,28.5,48.1,0,0,0,rain,0,0,14.3,8.2,7.5,1025.3,74.1,12.4,119.9,10.2,6,10,2025-03-15T05:51:53,2025-03-15T17:48:10,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-16,45.8,40.8,43.4,43.5,36.4,39.4,42.1,95.2,1.051,100,62.5,rain,0,0,28.2,10.3,329.2,1008.8,99,4.8,20.1,1.6,1,10,2025-03-16T05:50:28,2025-03-16T17:49:01,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999,RJTT"
Tokyo,2025-03-17,59.9,44.3,50.2,59.9,39.8,48.8,36.7,65.4,0.114,100,12.5,rain,0,0,36.7,15,325.4,999.8,36.2,12.3,233.7,20.3,8,10,2025-03-17T05:49:03,2025-03-17T17:49:52,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-18,54.1,40.8,47.4,54.1,37.3,45.1,28.8,49.7,0.001,100,4.17,rain,0,0,23.3,13.5,43,1013,62,13.8,190.6,16.4,6,10,2025-03-18T05:47:37,2025-03-18T17:50:43,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-19,49.8,33.5,42.4,45.3,26.3,37.1,36.5,81.5,0.555,100,54.17,"rain,snow",0.2,0.1,32.7,14.2,326.6,1009.4,70.8,9.4,82.9,7.4,4,10,2025-03-19T05:46:12,2025-03-19T17:51:34,0.66,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999,RJTT"
Tokyo,2025-03-20,55.4,39.8,46.9,55.4,36,45.1,30.6,54.4,0.002,100,8.33,"rain,snow",0,0,13.4,9.4,30,1017.7,34.3,13.7,177.2,15.4,6,10,2025-03-20T05:44:46,2025-03-20T17:52:24,0.69,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999,RJTT"
Tokyo,2025-03-21,63.1,39.8,51.9,63.1,36.1,51.3,38.9,63.1,0,0,0,,0,0,21.3,10.3,180.4,1012.2,2.1,11.6,255.1,22,9,10,2025-03-21T05:43:20,2025-03-21T17:53:15,0.73,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999,RJTT"
Tokyo,2025-03-22,73.6,44.9,60.1,73.6,42.4,59.8,39.8,49.3,0,0,0,,0,0,22.8,10.5,194.2,1006,0,11.5,259.4,22.5,9,10,2025-03-22T05:41:54,2025-03-22T17:54:05,0.75,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-23,76.9,54.4,63.4,76.9,54.4,63.4,40.8,46.6,0,0,0,,0,0,19.2,9.2,101.3,1006.6,2.5,11.2,249.7,21.5,9,10,2025-03-23T05:40:28,2025-03-23T17:54:55,0.79,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-24,65.5,50.3,58.5,65.5,50.3,58.5,50.3,74.7,0.004,100,8.33,rain,0,0,18.8,9.2,135.8,1010.4,53.9,9.9,151.1,13,5,10,2025-03-24T05:39:02,2025-03-24T17:55:45,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-25,75.3,51.2,63.7,75.3,51.2,63.7,49,62.4,0,0,0,,0,0,24.4,11.4,181.2,1003.3,2.1,8.8,262.4,22.7,9,10,2025-03-25T05:37:36,2025-03-25T17:56:35,0.86,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-26,78,60.1,68.8,78,60.1,68.8,44,45,0,0,0,,0,0,24.6,13.8,225.2,1003.1,6.9,8.3,265.4,22.8,9,10,2025-03-26T05:36:10,2025-03-26T17:57:25,0.89,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,RJTI,RJTY,47626099999,RJTF,47682099999,RJTT,RJAA"
Tokyo,2025-03-27,70.8,54.8,63.9,70.8,54.8,63.9,53.3,69.1,0,0,0,,0,0,34.7,18.2,161.5,1008.6,47.8,9.3,230.9,19.9,8,10,2025-03-27T05:34:44,2025-03-27T17:58:14,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47671099999,47643099999,47670099999,47686099999,47642043313,47680099999,47626099999,47682099999,RJTT,RJAA"
Tokyo,2025-03-28,76.6,59.3,68.4,76.6,59.3,68.4,61,78.1,0.089,100,16.67,rain,0,0,36.9,17.3,174.9,999.5,84.4,10,99.3,8.5,5,10,2025-03-28T05:33:19,2025-03-28T17:59:04,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47662099999,47670099999,47641099999,47642043313,47680099999,47626099999,47682099999,RJTT"
Tokyo,2025-03-29,57.5,40.4,46.3,57.5,35.9,43.5,43.6,90.2,0.466,100,37.5,rain,0,0,23.5,9.8,44.3,1015.4,99.1,8.3,34,2.8,1,10,2025-03-29T05:31:53,2025-03-29T17:59:54,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47662099999,47670099999,47641099999,47642043313,47680099999,47626099999,47682099999,RJTT"
Tokyo,2025-03-30,58.1,41.6,48.7,58.1,37.3,47.5,36.1,63.5,0.02,100,8.33,rain,0,0,21.7,12.7,353.6,1019.5,79.9,12,216.9,18.7,7,10,2025-03-30T05:30:27,2025-03-30T18:00:43,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-03-31,46.7,42.5,44.9,44.4,38.8,41.5,32.1,61.2,0,0,0,rain,0,0,20.1,8,40,1026.9,94.1,12.7,91.6,7.9,4,10,2025-03-31T05:29:02,2025-03-31T18:01:33,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-04-01,42.4,39.5,41.3,39.1,34,36.7,40,95.2,1.108,100,87.5,rain,0,0,27.7,9.6,339.2,1026.4,100,5.1,22.7,1.8,1,10,2025-04-01T05:27:37,2025-04-01T18:02:22,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-04-02,56,42.4,48.9,56,38.6,46.7,46.4,91.6,1.621,100,45.83,rain,0,0,27.3,10.3,353.4,1016.1,99.5,7,40.9,3.5,1,10,2025-04-02T05:26:12,2025-04-02T18:03:12,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-04-03,49.4,43.6,47.5,47.6,43.5,45.3,44.5,89.6,0.234,100,25,rain,0,0,15.2,8.3,29.7,1013.9,98,10.1,66.5,5.9,2,10,2025-04-03T05:24:48,2025-04-03T18:04:01,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999,RJTT"
Tokyo,2025-04-04,64,42.2,52.3,64,41.5,52,37.1,62.1,0.002,100,4.17,rain,0,0,18.1,13.6,321.5,1014.7,20.1,11.4,232.2,20.1,8,10,2025-04-04T05:23:23,2025-04-04T18:04:51,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2025-04-05,61.4,43.5,53.3,61.4,40,52.4,38.6,58.5,0,0,0,rain,0,0,21.3,13.9,141.5,1019.7,35.6,13.2,257.7,22.2,9,10,2025-04-05T05:21:59,2025-04-05T18:05:40,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47662099999,47727099999,47670099999,47680099999,47642043313,47626099999,47682099999,RJTT"
Tokyo,2025-04-06,62.9,51.6,58.4,62.9,51.6,58.4,50.4,75.6,0.02,100,8.33,rain,0,0,34.2,16.4,188.7,1015.2,70.7,8.4,204.1,17.7,6,10,2025-04-06T05:20:36,2025-04-06T18:06:30,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"47662099999,47670099999,47642043313,47680099999,RJTY,RJTI,47626099999,RJTF,47682099999,RJTT,RJAA"
Tokyo,2025-04-07,63.7,52.3,57.5,63.7,52.3,57.5,46.7,69.1,0.004,100,4.17,rain,0,0,21.9,13.7,355.5,1012.4,46.9,6.5,227.6,19.6,8,10,2025-04-07T05:19:13,2025-04-07T18:07:19,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"RJTY,RJTI,RJTF,RJTT,RJAA"
Tokyo,2025-04-08,67.4,48.2,58.7,67.4,47.5,58.6,42.5,55.5,0.004,100,4.17,rain,0,0,21.5,17.1,218.2,1011.4,22.4,6.5,276.4,23.9,9,10,2025-04-08T05:17:50,2025-04-08T18:08:09,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"RJTY,RJTI,RJTF,RJTT,RJAA"
Tokyo,2025-04-09,72.3,53.8,61.1,72.3,53.8,61.1,42.2,54.6,0,0,0,,0,0,27.7,14.8,41.7,1009.5,23.6,6.6,296.3,25.4,10,10,2025-04-09T05:16:27,2025-04-09T18:08:58,0.37,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"RJTY,RJTI,RJTF,RJTT,RJAA"
Tokyo,2025-04-10,68.5,54.5,60.8,68.5,54.5,60.8,51.8,72.7,0.02,100,16.67,rain,0,0,33.3,20.1,187.2,1010.6,70.4,6.4,229.3,19.9,8,10,2025-04-10T05:15:06,2025-04-10T18:09:48,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"RJTY,RJTI,RJTF,RJTT,RJAA"
Tokyo,2025-04-11,65.4,57.1,60.9,65.4,57.1,60.9,54.1,78.4,0.06,100,12.5,rain,0,0,17.7,12.1,238.5,1007.3,83.6,6.3,180.2,15.5,6,10,2025-04-11T05:13:44,2025-04-11T18:10:38,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"RJTY,RJTI,RJTF,RJTT,RJAA"
Tokyo,2025-04-12,65.9,54.6,59.2,65.9,54.6,59.2,49.4,70.9,0,0,0,,0,0,27.7,17.7,59.6,1012.9,49.7,6.6,287,24.7,9,10,2025-04-12T05:12:23,2025-04-12T18:11:27,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"RJTY,RJTI,RJTF,RJTT,RJAA"
Tokyo,2025-04-13,57.3,53.4,55.7,57.3,53.4,55.7,51.8,87.1,0.176,100,66.67,rain,0,0,28.6,16.3,104.2,1010.5,89.3,5.6,40.3,3.4,2,10,2025-04-13T05:11:03,2025-04-13T18:12:17,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"RJTY,RJTI,RJTF,RJTT,RJAA"
Tokyo,2025-04-14,68.5,56.9,62.3,68.5,56.9,62.3,50.5,68.6,0.125,100,29.17,rain,0,0,35.3,21.1,186.7,998.9,47.2,5.9,290.1,25.2,9,10,2025-04-14T05:09:43,2025-04-14T18:13:07,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"RJTY,RJTI,RJTF,RJTT,RJAA"
Tokyo,2025-04-15,67.7,56,62.2,67.7,56,62.2,34.6,39.9,0.012,77.4,8.33,rain,0,0,50.6,33.1,220.4,994.5,25.8,14.9,307.5,26.5,10,10,2025-04-15T05:08:24,2025-04-15T18:13:57,0.57,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,
New York,2025-01-01,50.8,41.3,45.9,50.8,33,41.4,36,69.7,0.036,100,4.17,rain,0,0,37.6,17.8,273.5,1001.2,85.7,8.9,43.6,3.8,3,10,2025-01-01T07:20:16,2025-01-01T16:39:37,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-02,42.5,34.3,38.7,34.3,23.2,30.6,19.5,46,0,0,0,,0,0,37.8,20.8,267,1012.2,53.6,9.9,62.9,5.4,3,10,2025-01-02T07:20:20,2025-01-02T16:40:29,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-03,38.4,31.1,34.9,32.7,22.4,27,16.6,47.3,0,0,0,,0,0,28.4,14.8,267.7,1011.5,71.3,9.9,99.3,8.5,6,10,2025-01-03T07:20:23,2025-01-03T16:41:22,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-04,32.8,28.9,31,23.8,18.4,20.8,8.4,38.6,0,0,0,,0,0,37.8,20.3,288.3,1011,67.8,9.9,79.3,6.7,6,10,2025-01-04T07:20:23,2025-01-04T16:42:17,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-05,33.5,28.3,30,24.6,17.7,20.4,10.4,43.6,0,0,0,,0,0,33.3,17.5,277,1016.2,62.8,9.9,87.6,7.5,4,10,2025-01-05T07:20:21,2025-01-05T16:43:13,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-06,30.1,23.7,28.7,30.1,13.4,22.5,17.6,63.4,0.062,100,16.67,"rain,snow",0.7,0.4,35.3,12.3,339.6,1010.2,75.5,8.3,17.6,1.4,1,10,2025-01-06T07:20:16,2025-01-06T16:44:11,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-07,32.8,19.5,26,21.8,5.4,13.5,8.9,48,0,0,0,,0,0.4,39.4,20.2,302.6,1009.8,33.5,9.9,114.4,9.8,5,10,2025-01-07T07:20:10,2025-01-07T16:45:10,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-08,29.7,23.3,26.1,17.6,7.6,13.4,5.3,40.7,0,0,0,,0,0.9,38.3,23,295.4,1012.4,40.6,9.9,114.5,10,6,10,2025-01-08T07:20:01,2025-01-08T16:46:10,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-09,33.8,22.4,27.4,22.8,8,15,9.4,46.5,0,0,0,"rain,snow",0.1,0.1,41.7,25.9,300.9,1007.8,26.2,9.9,112.4,9.8,5,10,2025-01-09T07:19:50,2025-01-09T16:47:11,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-10,39.5,27.4,33,33.5,16.2,25,14.1,45.9,0,0,0,snow,0,0,32.9,15.7,300.5,1011.9,25.5,9.9,101.1,8.7,5,10,2025-01-10T07:19:36,2025-01-10T16:48:14,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-11,36.2,28.5,32.3,35.1,21.1,25.8,19.3,59.3,0.023,100,12.5,"rain,snow",0.8,0.2,32.7,15.6,300.7,1002.2,79,9.2,63.2,5.3,4,10,2025-01-11T07:19:20,2025-01-11T16:49:17,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-12,41.9,30.9,36.4,39.2,22.4,31.2,19.5,50.6,0,0,0,,0,0.9,23,11.3,305.6,1014.5,44.1,9.9,106,9.1,5,10,2025-01-12T07:19:02,2025-01-12T16:50:22,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-13,42.5,33.8,37.9,38.8,27.3,32.8,19.5,47.4,0,0,0,snow,0,0,31.1,14.5,243.8,1014.2,48.5,9.9,48.2,4.2,2,10,2025-01-13T07:18:42,2025-01-13T16:51:28,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-14,35.3,26.3,30.6,27.6,14.7,21.3,8.3,39.1,0,0,0,,0,0,32,18.9,288.7,1015.6,37,9.9,121.5,10.5,5,10,2025-01-14T07:18:20,2025-01-14T16:52:34,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,F1417,KNYC,72503014732"
New York,2025-01-15,31.8,23.1,27.1,22.4,10,16.7,7.3,42.9,0,0,0,,0,0,31.5,16.8,298.4,1019.9,29.5,9.9,127.4,11,6,10,2025-01-15T07:17:55,2025-01-15T16:53:42,0.56,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-16,29.6,23.5,27.2,25.7,16.4,19.5,12,53,0,0,0,snow,0,0,21.9,11.2,246.9,1014.7,63.6,9.6,74,6.3,4,10,2025-01-16T07:17:29,2025-01-16T16:54:50,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-17,42.5,26.4,33.8,39,17.5,28.2,19.1,55.7,0,0,0,snow,0.1,0,23,10.4,267.1,1016.9,46.9,9.7,108.3,9.4,5,10,2025-01-17T07:17:00,2025-01-17T16:55:59,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-18,46.1,35.5,41.2,44.2,29.4,37.3,32.2,71.3,0.088,100,12.5,rain,0,0,28.4,12.3,194.3,1013.2,68.2,7.7,26.8,2.2,2,10,2025-01-18T07:16:29,2025-01-18T16:57:08,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-19,40.5,27.4,35.8,37.7,17.4,29.9,29.2,77.1,0.207,100,37.5,"rain,snow",3.3,0.5,32.4,14.7,346.5,1007.7,85.6,6.6,33,2.9,2,10,2025-01-19T07:15:56,2025-01-19T16:58:19,0.69,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-20,26.4,18.3,21.8,16.4,5.8,10.8,5.6,50.3,0,0,0,snow,0.5,2,32.2,14.7,284.9,1022,28.6,9.4,125.7,10.7,6,10,2025-01-20T07:15:21,2025-01-20T16:59:29,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-21,19.3,11.3,15.9,11.3,-3,5,-3.9,41,0,0,0,,0,1.3,23,12,273.1,1032.8,42.1,9.9,71.6,6.2,4,10,2025-01-21T07:14:44,2025-01-21T17:00:41,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-22,19.8,11.4,16.3,19.8,-1.5,7.5,-4.7,38.9,0,0,0,,0,0.5,26.4,10.7,304.9,1032.3,24.6,9.9,121.9,10.6,5,10,2025-01-22T07:14:04,2025-01-22T17:01:53,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-23,27.6,17.2,22.7,19.9,9.9,15.7,2.2,40.8,0,0,0,,0,0.9,23,13.9,252.1,1024.9,28.3,9.9,122.8,10.6,6,10,2025-01-23T07:13:23,2025-01-23T17:03:05,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-24,32.8,22.3,27.7,28.5,13.5,20.8,8.1,43.6,0,0,0,,0,1.3,24.2,12.4,288.5,1021.7,11.7,9.9,129.3,11.2,6,10,2025-01-24T07:12:40,2025-01-24T17:04:18,0.85,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-25,32.1,21.2,27.5,25.8,12.3,20.6,7.6,43,0,0,0,,0,1.3,22.4,12.1,251.1,1025.7,37.8,9.9,126,10.9,5,10,2025-01-25T07:11:55,2025-01-25T17:05:31,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-26,43,30.7,36.3,37.5,23.5,30.4,16,44.1,0,0,0,,0,1.2,27.9,17.4,264.6,1020.4,45.3,9.9,75,6.5,4,10,2025-01-26T07:11:08,2025-01-26T17:06:44,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-27,40.5,31.5,36.3,35.7,22.8,29.5,10.3,34.6,0,0,0,,0,0.8,32.4,15.9,238.8,1013.4,14.4,9.9,133.3,11.3,6,10,2025-01-27T07:10:19,2025-01-27T17:07:58,0.94,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-28,42.5,33.8,37.7,35.6,27.6,30.9,13.4,36.7,0,0,0,snow,0,0.8,37.8,20.9,267.8,1002.8,49.5,9.9,113.2,9.6,5,10,2025-01-28T07:09:28,2025-01-28T17:09:12,0.97,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2025-01-29,51.9,34.4,42.7,51.9,22.4,37,19.7,40.1,0,0,0,"rain,snow",0,0.1,42.6,23.1,267.6,1000.2,56.1,9.9,112.7,9.8,7,10,2025-01-29T07:08:35,2025-01-29T17:10:26,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
