city,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,city.1,clothing_recommendation,season,sunrise_hour,sunset_hour,datetime_hour,month,date,day_of_week,msPlayed,genre,main_genre,temp_bin
Lagos,2024-08-10,87.8,74.8,80.2,94.2,74.8,83.0,73.5,80.9,0.0,0.0,0.0,Unknown,0.0,0.0,24.2,12.8,208.2,1013.4,56.3,6.5,207.6,18.1,7,10.0,06:41:10,19:02:21,0.2,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! 🕶️ (Sunscreen & sunglasses)",Summer,6,19,0,August,2024-08-10,Saturday,25566302,downtempo,organic house,"(73.42, 87.8]"
Lagos,2024-08-12,85.9,76.9,79.5,93.3,76.9,82.1,73.7,82.8,0.04,100.0,37.5,rain,0.0,0.0,25.1,15.0,208.0,1013.1,59.5,8.0,195.6,16.9,6,10.0,06:41:08,19:01:43,0.25,"rain, partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,6,19,0,August,2024-08-12,Monday,4001423,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-08-13,86.0,77.0,80.1,93.5,77.0,83.0,73.9,81.8,0.0,0.0,0.0,rain,0.0,0.0,23.7,17.2,194.5,1014.0,61.7,6.3,219.5,19.0,7,10.0,06:41:07,19:01:23,0.29,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999,VRJT5",Lagos,"🩳 Sleeveless, linen, sandals, drink water! 🕶️ (Sunscreen & sunglasses)",Summer,6,19,0,August,2024-08-13,Tuesday,33325797,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-08-14,87.8,76.8,80.9,97.8,76.8,85.3,75.3,83.8,0.004,100.0,4.17,rain,0.0,0.0,19.9,15.0,204.3,1014.8,62.8,7.0,241.9,20.9,8,10.0,06:41:05,19:01:02,0.33,"rain, partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,6,19,0,August,2024-08-14,Wednesday,10617659,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-08-17,87.8,75.2,80.4,95.9,75.2,83.2,72.9,79.1,0.004,100.0,4.17,rain,0.0,0.0,23.7,15.0,200.2,1014.2,59.5,6.8,235.1,20.3,9,10.0,06:40:55,18:59:57,0.42,"rain, partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,6,18,0,August,2024-08-17,Saturday,20635988,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-08-19,86.0,75.2,78.2,93.5,75.2,79.7,73.7,86.9,0.157,100.0,4.17,rain,0.0,0.0,25.5,15.0,206.1,1014.7,61.1,6.0,140.3,12.1,5,10.0,06:40:47,18:59:10,0.5,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended)",Summer,6,18,0,August,2024-08-19,Monday,34505323,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-08-20,86.1,73.3,78.1,93.5,73.3,80.0,72.9,84.7,0.08,100.0,25.0,rain,0.0,0.0,22.8,13.9,207.8,1014.4,52.3,5.9,109.3,9.5,4,10.0,06:40:42,18:58:46,0.52,"rain, partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"DNMM,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended)",Summer,6,18,0,August,2024-08-20,Tuesday,23585990,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-08-21,86.0,75.2,79.2,94.1,75.2,81.2,74.1,85.0,0.02,100.0,4.17,rain,0.0,0.0,19.5,11.4,205.0,1015.0,61.5,5.9,225.9,19.5,8,10.0,06:40:37,18:58:22,0.56,"rain, partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999,VRJT5",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,6,18,0,August,2024-08-21,Wednesday,25652505,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-08-23,81.0,75.2,77.7,86.2,75.2,78.6,74.2,88.9,0.197,100.0,8.33,rain,0.0,0.0,23.3,17.2,206.4,1012.5,77.3,6.0,70.6,6.1,2,10.0,06:40:26,18:57:31,0.63,"rain, partially cloudy",Partly cloudy throughout the day with rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended)",Summer,6,18,0,August,2024-08-23,Friday,42410757,organic house,brooklyn drill,"(73.42, 87.8]"
Lagos,2024-08-24,84.2,75.0,78.9,94.2,75.0,82.1,75.2,88.8,0.472,100.0,8.33,rain,0.0,0.0,16.1,12.8,187.6,1014.6,67.6,5.3,117.8,10.2,6,10.0,06:40:19,18:57:05,0.66,"rain, partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,6,18,0,August,2024-08-24,Saturday,41677817,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-08-25,84.2,75.2,78.8,90.9,75.2,81.0,74.4,86.8,0.0,0.0,0.0,rain,0.0,0.0,17.9,10.3,228.4,1014.9,60.4,5.8,124.6,10.7,5,10.0,06:40:13,18:56:38,0.7,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses",Summer,6,18,0,August,2024-08-25,Sunday,12204583,afrobeat,afrobeat,"(73.42, 87.8]"
Lagos,2024-08-26,84.2,73.0,78.0,90.9,73.0,79.9,73.2,85.7,0.394,100.0,4.17,rain,0.0,0.0,27.7,16.1,213.9,1013.0,61.0,6.4,200.8,17.3,7,10.0,06:40:06,18:56:11,0.75,"rain, partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,6,18,0,August,2024-08-26,Monday,14021693,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-08-27,84.2,76.6,78.5,91.4,76.6,80.0,74.1,86.7,0.0,0.0,0.0,rain,0.0,0.0,28.4,11.4,208.7,1013.0,69.8,5.2,209.1,18.2,7,10.0,06:39:59,18:55:44,0.77,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses 🕶️ (Sunscreen & sunglasses)",Summer,6,18,0,August,2024-08-27,Tuesday,8620713,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-08-28,84.2,75.0,78.9,92.5,75.0,81.5,74.3,86.5,0.197,100.0,4.17,rain,0.0,0.0,20.1,11.4,193.6,1015.1,53.6,5.7,212.4,18.3,7,10.0,06:39:51,18:55:16,0.8,"rain, partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,6,18,0,August,2024-08-28,Wednesday,44331838,nan,afrobeats,"(73.42, 87.8]"
Lagos,2024-08-29,84.2,75.2,79.5,90.9,75.2,82.3,74.2,84.5,0.004,100.0,4.17,rain,0.0,0.0,21.3,13.9,215.0,1014.8,61.8,6.5,144.2,12.4,4,10.0,06:39:43,18:54:48,0.84,"rain, partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended)",Summer,6,18,0,August,2024-08-29,Thursday,52755601,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-08-30,82.4,75.2,78.2,88.3,75.2,79.3,73.7,86.2,0.035,100.0,4.17,rain,0.0,0.0,25.3,17.2,219.3,1013.2,69.1,7.9,141.8,12.2,5,10.0,06:39:35,18:54:19,0.87,"rain, partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended)",Summer,6,18,0,August,2024-08-30,Friday,13943264,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-08-31,87.8,75.2,79.4,94.2,75.2,81.2,73.0,81.7,0.079,100.0,4.17,rain,0.0,0.0,23.9,13.9,201.6,1013.4,68.1,6.2,178.3,15.3,6,10.0,06:39:26,18:53:50,0.91,"rain, partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Summer,6,18,0,August,2024-08-31,Saturday,25419345,afrobeat,afrobeats,"(73.42, 87.8]"
Lagos,2024-09-02,87.8,75.0,79.9,95.9,75.0,82.4,72.7,79.7,0.039,100.0,4.17,rain,0.0,0.0,20.4,13.9,197.5,1014.5,53.9,6.5,248.4,21.5,9,10.0,06:39:08,18:52:51,0.98,"rain, partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-02,Monday,59263908,afrobeat,afrobeats,"(73.42, 87.8]"
Lagos,2024-09-03,86.0,73.4,79.9,95.2,73.4,83.8,73.9,82.6,0.0,0.0,0.0,Unknown,0.0,0.0,22.1,13.9,196.7,1014.0,57.7,6.5,221.9,19.2,7,10.0,06:38:59,18:52:22,0.0,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-03,Tuesday,46584574,afrobeats,afrobeats,"(73.42, 87.8]"
Lagos,2024-09-04,87.8,73.7,80.2,94.2,73.7,82.6,72.8,79.1,0.0,0.0,0.0,Unknown,0.0,0.0,21.3,13.9,189.8,1014.2,55.1,6.1,230.7,19.9,8,10.0,06:38:50,18:51:51,0.05,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-04,Wednesday,77164392,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-09-05,87.8,74.8,79.9,94.2,74.8,82.2,72.5,79.5,0.0,0.0,0.0,rain,0.0,0.0,21.7,10.3,202.7,1014.2,53.1,6.2,243.8,21.0,8,10.0,06:38:40,18:51:21,0.08,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-05,Thursday,37219369,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-09-06,87.4,75.2,79.9,94.0,75.2,82.2,72.8,80.3,0.0,0.0,0.0,rain,0.0,0.0,21.3,11.4,202.1,1013.7,54.4,5.9,216.1,18.5,8,10.0,06:38:30,18:50:50,0.11,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-06,Friday,34208241,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-09-07,84.2,75.2,78.6,90.9,75.2,80.4,73.1,83.4,0.0,0.0,0.0,rain,0.0,0.0,24.2,13.9,206.8,1014.4,64.4,6.1,123.8,10.7,6,10.0,06:38:20,18:50:19,0.15,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-07,Saturday,14201087,afrobeat,afrobeats,"(73.42, 87.8]"
Lagos,2024-09-08,88.1,73.4,81.3,95.9,73.4,85.4,73.1,77.5,0.004,100.0,4.17,rain,0.0,0.0,19.9,12.8,209.6,1014.6,53.9,6.4,247.6,21.4,8,10.0,06:38:10,18:49:48,0.18,"rain, partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-08,Sunday,1284607,afrobeat,afrobeats,"(73.42, 87.8]"
Lagos,2024-09-09,89.6,73.4,81.4,98.2,73.4,84.8,73.3,77.6,0.0,0.0,0.0,Unknown,0.0,0.0,20.4,13.9,199.4,1014.3,46.5,6.2,257.2,22.2,9,10.0,06:37:59,18:49:17,0.21,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-09,Monday,42847464,afrobeat,afrobeats,"(73.42, 87.8]"
Lagos,2024-09-10,86.0,76.8,79.7,95.2,76.8,82.2,74.3,84.1,0.079,100.0,4.17,rain,0.0,0.0,22.1,11.4,203.4,1013.2,67.7,6.1,181.5,15.5,6,30.0,06:37:49,18:48:45,0.25,"rain, partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-10,Tuesday,58763451,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-09-11,87.4,77.0,81.0,97.1,77.0,84.8,74.5,81.0,0.004,100.0,4.17,rain,0.0,0.0,19.9,16.1,209.8,1012.7,62.8,6.4,162.9,14.1,6,30.0,06:37:38,18:48:14,0.25,"rain, partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-11,Wednesday,9505925,afrobeat,afrobeats,"(73.42, 87.8]"
Lagos,2024-09-12,83.8,77.0,80.0,91.6,77.0,83.0,74.8,84.4,0.035,100.0,4.17,rain,0.0,0.0,17.4,11.4,196.6,1013.8,76.1,6.0,152.1,13.1,6,10.0,06:37:28,18:47:42,0.31,"rain, partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-12,Thursday,14931394,afrobeat,afrobeats,"(73.42, 87.8]"
Lagos,2024-09-13,85.9,77.0,80.2,95.0,77.0,83.7,74.8,84.3,0.228,100.0,12.5,rain,0.0,0.0,19.9,12.8,216.5,1014.0,62.5,6.1,167.5,14.5,6,10.0,06:37:17,18:47:10,0.35,"rain, partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-13,Friday,33760764,afrobeats,afrobeats,"(73.42, 87.8]"
Lagos,2024-09-14,84.2,75.0,79.5,92.1,75.0,82.1,74.3,84.5,0.0,0.0,0.0,rain,0.0,0.0,19.5,10.3,215.9,1014.1,61.0,6.1,122.3,10.7,5,10.0,06:37:06,18:46:39,0.38,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses",Autumn,6,18,0,September,2024-09-14,Saturday,29909664,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-09-15,87.8,75.3,80.9,96.1,75.3,84.1,74.2,81.2,0.0,0.0,0.0,rain,0.0,0.0,16.3,10.3,218.7,1013.8,56.0,6.6,164.2,14.2,6,10.0,06:36:55,18:46:07,0.41,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-15,Sunday,64464854,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-09-16,86.0,77.0,80.9,95.2,77.0,84.7,74.9,82.5,0.0,0.0,0.0,rain,0.0,0.0,20.8,13.9,212.6,1014.2,56.6,6.4,235.8,20.3,9,30.0,06:36:44,18:45:35,0.45,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-16,Monday,86777334,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-09-17,86.0,77.0,80.8,96.1,77.0,85.2,75.1,83.3,0.008,100.0,4.17,rain,0.0,0.0,18.8,13.9,204.4,1013.6,58.9,6.5,143.7,12.4,5,10.0,06:36:34,18:45:03,0.48,"rain, partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! ☔ (Umbrella recommended)",Autumn,6,18,0,September,2024-09-17,Tuesday,53664654,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-09-18,89.6,74.8,80.4,102.6,74.8,84.0,75.9,86.6,1.693,100.0,4.17,rain,0.0,0.0,21.3,15.0,211.0,1013.2,62.9,6.6,114.5,9.8,5,10.0,06:36:23,18:44:31,0.5,"rain, partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! ☔ (Umbrella recommended)",Autumn,6,18,0,September,2024-09-18,Wednesday,106143751,afrobeats,afrobeats,"(73.42, 87.8]"
Lagos,2024-09-19,87.8,76.4,80.2,97.8,76.4,83.1,75.0,84.8,0.008,100.0,4.17,rain,0.0,0.0,22.6,12.8,208.7,1012.9,59.3,7.3,215.4,18.7,7,10.0,06:36:12,18:43:59,0.55,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-19,Thursday,43021872,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-09-20,86.0,77.0,80.0,95.2,77.0,82.8,75.1,85.4,0.024,100.0,16.67,rain,0.0,0.0,22.1,11.4,219.8,1012.3,51.5,9.1,245.1,21.2,9,10.0,06:36:01,18:43:27,0.58,"rain, partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-20,Friday,34295665,gregorian chant,gregorian chant,"(73.42, 87.8]"
Lagos,2024-09-21,86.0,77.0,79.5,95.2,77.0,81.9,75.3,87.4,0.157,100.0,4.17,rain,0.0,0.0,17.9,12.8,220.3,1011.6,68.0,5.8,189.8,16.3,8,30.0,06:35:50,18:42:55,0.61,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-21,Saturday,65576748,afrobeat,afrobeats,"(73.42, 87.8]"
Lagos,2024-09-22,87.8,77.0,81.2,99.9,77.0,86.0,75.5,83.4,0.0,0.0,0.0,rain,0.0,0.0,19.7,11.4,192.3,1011.7,61.7,6.2,171.6,14.9,6,30.0,06:35:40,18:42:23,0.65,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-22,Sunday,66792942,afrobeat,afrobeats,"(73.42, 87.8]"
Lagos,2024-09-23,89.9,76.6,82.7,100.4,76.6,88.4,75.3,79.3,0.0,0.0,0.0,rain,0.0,0.0,19.5,13.9,196.0,1012.7,49.4,6.2,230.8,19.8,8,10.0,06:35:29,18:41:52,0.68,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-23,Monday,15045880,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-09-24,87.8,76.6,81.1,97.8,76.6,85.7,75.3,83.2,0.004,100.0,4.17,rain,0.0,0.0,17.0,12.7,201.1,1012.8,71.9,6.1,172.4,14.9,6,10.0,06:35:19,18:41:20,0.75,"rain, partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-24,Tuesday,46259998,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-09-25,78.8,75.5,77.5,78.8,75.5,77.5,74.9,91.8,0.472,100.0,8.33,rain,0.0,0.0,19.0,6.9,196.7,1013.4,62.6,5.5,114.2,9.8,6,10.0,06:35:09,18:40:49,0.75,"rain, partially cloudy",Partly cloudy throughout the day with rain.,rain,"DNMM,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-25,Wednesday,89417779,nan,afrobeats,"(73.42, 87.8]"
Lagos,2024-09-26,86.1,75.2,79.8,95.6,75.2,83.2,74.6,84.6,0.039,100.0,4.17,rain,0.0,0.0,16.6,10.3,215.1,1013.3,53.0,6.9,205.5,17.7,8,10.0,06:34:59,18:40:18,0.78,"rain, partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-26,Thursday,76203706,new age,gregorian chant,"(73.42, 87.8]"
Lagos,2024-09-27,89.6,73.2,80.2,99.2,73.2,83.5,74.4,83.3,0.039,100.0,4.17,rain,0.0,0.0,18.1,12.8,205.2,1013.1,59.0,6.1,174.4,15.1,6,10.0,06:34:49,18:39:47,0.82,"rain, partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-27,Friday,83766532,nan,afrobeats,"(73.42, 87.8]"
Lagos,2024-09-28,86.0,77.0,80.8,97.2,77.0,85.5,75.6,84.6,0.039,100.0,4.17,rain,0.0,0.0,16.6,11.4,197.7,1013.2,60.5,5.9,188.7,16.3,7,10.0,06:34:39,18:39:16,0.85,"rain, partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-28,Saturday,24842095,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-09-29,86.0,77.0,80.7,95.2,77.0,84.9,75.8,85.6,0.157,100.0,4.17,rain,0.0,0.0,15.0,12.8,217.5,1013.3,54.2,6.7,169.5,14.7,7,30.0,06:34:30,18:38:45,0.89,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-29,Sunday,100472783,nan,afrobeats,"(73.42, 87.8]"
Lagos,2024-09-30,86.0,75.2,80.0,95.2,75.2,83.2,75.2,85.8,0.157,100.0,4.17,rain,0.0,0.0,19.0,13.9,195.4,1012.0,59.9,5.7,153.4,13.2,6,30.0,06:34:20,18:38:15,0.92,"rain, partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,September,2024-09-30,Monday,42987214,nan,afrobeats,"(73.42, 87.8]"
Lagos,2024-10-01,88.1,75.2,81.0,97.9,75.2,84.8,75.1,83.4,0.0,0.0,0.0,rain,0.0,0.0,20.6,12.8,189.9,1011.1,58.1,6.2,210.3,18.1,7,10.0,06:34:12,18:37:45,0.95,partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,October,2024-10-01,Tuesday,51856217,afrobeat,afrobeats,"(73.42, 87.8]"
Lagos,2024-10-02,87.9,77.0,81.3,99.9,77.0,86.2,75.4,82.7,0.004,100.0,4.17,rain,0.0,0.0,16.3,12.8,225.1,1010.2,57.6,7.3,190.7,16.3,9,30.0,06:34:03,18:37:16,0.0,"rain, partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Sleeveless, linen, sandals, drink water! ☔ (Umbrella recommended) 🕶️ (Sunscreen & sunglasses)",Autumn,6,18,0,October,2024-10-02,Wednesday,72032203,nan,alté,"(73.42, 87.8]"
Lagos,2024-10-03,84.2,73.4,79.7,90.9,73.4,82.6,74.5,84.6,0.118,100.0,4.17,rain,0.0,0.0,51.9,13.9,238.2,1011.7,54.4,6.3,121.8,10.3,4,30.0,06:33:54,18:36:46,0.02,"rain, partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,remote,65201099999,VRJT5",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended)",Autumn,6,18,0,October,2024-10-03,Thursday,59559292,nan,Unknown,"(73.42, 87.8]"
Lagos,2024-10-04,81.8,75.2,79.2,89.5,75.2,82.0,75.3,87.9,0.32,100.0,37.5,rain,0.0,0.0,22.8,11.0,229.1,1012.1,76.3,5.6,122.6,10.8,5,30.0,06:33:46,18:36:18,0.06,"rain, partially cloudy",Partly cloudy throughout the day with rain.,rain,"DNMM,remote,65201099999",Lagos,"🩳 Shorts, tank top, hat, sunglasses ☔ (Umbrella recommended)",Autumn,6,18,0,October,2024-10-04,Friday,103913319,nan,afrobeats,"(73.42, 87.8]"
